ID;Local;Ano;Semana;Data Inicio;Data Fim;Latitude;Longitude;Aedes aegypti;Aedes albopictus;Culex sp;Precipitation;Temperature;Relative humidity;Mes
1518533;AZENHA;2021;1;2021-01-03;2021-01-09;-30.058;-51.211;1;1;0;;;;1
1518534;AZENHA;2021;1;2021-01-03;2021-01-09;-30.057;-51.213;0;0;0;;;;1
1518535;GLORIA;2021;1;2021-01-03;2021-01-09;-30.078;-51.199;0;0;0;;;;1
1518536;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.060;-51.210;0;1;0;;;;1
1518537;GLORIA;2021;1;2021-01-03;2021-01-09;-30.073;-51.199;0;0;0;;;;1
1518538;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.061;-51.212;1;0;0;;;;1
1518539;GLORIA;2021;1;2021-01-03;2021-01-09;-30.077;-51.202;0;0;0;;;;1
1518540;GLORIA;2021;1;2021-01-03;2021-01-09;-30.072;-51.206;0;0;0;;;;1
1518541;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.069;-51.210;0;0;0;;;;1
1518542;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.074;-51.207;0;0;0;;;;1
1518543;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.068;-51.209;1;0;0;;;;1
1518544;GLORIA;2021;1;2021-01-03;2021-01-09;-30.073;-51.204;0;0;0;;;;1
1518545;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.066;-51.210;1;0;0;;;;1
1518546;GLORIA;2021;1;2021-01-03;2021-01-09;-30.075;-51.202;1;0;0;;;;1
1518547;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.062;-51.215;0;0;0;;;;1
1518548;GLORIA;2021;1;2021-01-03;2021-01-09;-30.079;-51.201;0;0;0;;;;1
1518549;GLORIA;2021;1;2021-01-03;2021-01-09;-30.080;-51.195;0;0;0;;;;1
1518550;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.073;-51.212;0;0;0;;;;1
1518551;GLORIA;2021;1;2021-01-03;2021-01-09;-30.077;-51.191;0;0;0;;;;1
1518552;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.061;-51.214;1;0;0;;;;1
1518553;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.064;-51.215;1;0;0;;;;1
1518554;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.064;-51.211;1;0;0;;;;1
1518555;GLORIA;2021;1;2021-01-03;2021-01-09;-30.075;-51.198;0;0;0;;;;1
1518556;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.060;-51.216;1;0;0;;;;1
1518557;GLORIA;2021;1;2021-01-03;2021-01-09;-30.075;-51.199;0;0;0;;;;1
1518558;MEDIANEIRA;2021;1;2021-01-03;2021-01-09;-30.062;-51.210;0;0;0;;;;1
1518559;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.075;-51.209;0;1;0;;;;1
1518560;GLORIA;2021;1;2021-01-03;2021-01-09;-30.077;-51.194;0;0;0;;;;1
1518561;GLORIA;2021;1;2021-01-03;2021-01-09;-30.079;-51.198;0;0;0;;;;1
1518562;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.071;-51.208;0;0;0;;;;1
1518563;GLORIA;2021;1;2021-01-03;2021-01-09;-30.070;-51.206;1;0;0;;;;1
1518564;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.080;-51.213;2;0;0;;;;1
1518565;NONOAI;2021;1;2021-01-03;2021-01-09;-30.079;-51.217;0;0;0;;;;1
1518566;GLORIA;2021;1;2021-01-03;2021-01-09;-30.074;-51.191;0;0;0;;;;1
1518567;NONOAI;2021;1;2021-01-03;2021-01-09;-30.079;-51.215;0;0;0;;;;1
1518568;NONOAI;2021;1;2021-01-03;2021-01-09;-30.077;-51.214;0;0;0;;;;1
1518569;AZENHA;2021;1;2021-01-03;2021-01-09;-30.058;-51.215;1;0;0;;;;1
1518570;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.082;-51.203;0;0;0;;;;1
1518571;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.080;-51.207;0;0;0;;;;1
1518572;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.077;-51.212;0;1;0;;;;1
1518573;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.084;-51.210;1;0;0;;;;1
1518574;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.087;-51.206;0;0;0;;;;1
1518575;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.086;-51.209;1;0;0;;;;1
1518576;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.082;-51.209;0;0;0;;;;1
1518577;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.078;-51.209;0;0;0;;;;1
1518578;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.080;-51.210;0;0;0;;;;1
1518579;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.080;-51.204;0;0;0;;;;1
1518580;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.078;-51.204;0;0;0;;;;1
1518581;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.081;-51.205;0;0;0;;;;1
1518582;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.085;-51.204;0;0;0;;;;1
1518583;SANTA TEREZA;2021;1;2021-01-03;2021-01-09;-30.069;-51.214;0;0;0;;;;1
1518584;SANTA TEREZA;2021;1;2021-01-03;2021-01-09;-30.071;-51.214;0;1;0;;;;1
1518585;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.075;-51.214;1;0;0;;;;1
1518586;GLORIA;2021;1;2021-01-03;2021-01-09;-30.072;-51.195;1;0;0;;;;1
1518587;GLORIA;2021;1;2021-01-03;2021-01-09;-30.072;-51.202;0;1;0;;;;1
1518588;PARTENON;2021;1;2021-01-03;2021-01-09;-30.072;-51.197;0;0;0;;;;1
1518589;PARTENON;2021;1;2021-01-03;2021-01-09;-30.070;-51.195;3;0;0;;;;1
1518590;APARICIO BORGES;2021;1;2021-01-03;2021-01-09;-30.068;-51.186;0;0;0;;;;1
1518591;PARTENON;2021;1;2021-01-03;2021-01-09;-30.071;-51.193;3;0;0;;;;1
1518592;PARTENON;2021;1;2021-01-03;2021-01-09;-30.070;-51.191;0;0;0;;;;1
1518593;PARTENON;2021;1;2021-01-03;2021-01-09;-30.067;-51.189;0;0;0;;;;1
1518594;APARICIO BORGES;2021;1;2021-01-03;2021-01-09;-30.070;-51.188;0;0;0;;;;1
1518595;JARDIM BOTANICO;2021;1;2021-01-03;2021-01-09;-30.052;-51.179;0;0;0;;;;1
1518596;JARDIM BOTANICO;2021;1;2021-01-03;2021-01-09;-30.057;-51.182;0;0;0;;;;1
1518597;JARDIM BOTANICO;2021;1;2021-01-03;2021-01-09;-30.054;-51.182;0;0;0;;;;1
1518598;JARDIM BOTANICO;2021;1;2021-01-03;2021-01-09;-30.056;-51.180;0;0;0;;;;1
1518599;JARDIM BOTANICO;2021;1;2021-01-03;2021-01-09;-30.055;-51.175;0;0;0;;;;1
1518600;JARDIM BOTANICO;2021;1;2021-01-03;2021-01-09;-30.055;-51.169;0;0;0;;;;1
1518601;JARDIM BOTANICO;2021;1;2021-01-03;2021-01-09;-30.054;-51.172;0;0;0;;;;1
1518602;JARDIM BOTANICO;2021;1;2021-01-03;2021-01-09;-30.057;-51.177;0;0;0;;;;1
1518603;JARDIM CARVALHO;2021;1;2021-01-03;2021-01-09;-30.053;-51.156;0;0;0;;;;1
1518604;JARDIM CARVALHO;2021;1;2021-01-03;2021-01-09;-30.051;-51.158;2;0;0;;;;1
1518605;JARDIM CARVALHO;2021;1;2021-01-03;2021-01-09;-30.055;-51.159;0;0;0;;;;1
1518606;PARTENON;2021;1;2021-01-03;2021-01-09;-30.060;-51.189;0;0;0;;;;1
1518607;PARTENON;2021;1;2021-01-03;2021-01-09;-30.062;-51.178;0;0;0;;;;1
1518608;PARTENON;2021;1;2021-01-03;2021-01-09;-30.065;-51.198;0;0;0;;;;1
1518609;PARTENON;2021;1;2021-01-03;2021-01-09;-30.056;-51.172;0;0;0;;;;1
1518610;PARTENON;2021;1;2021-01-03;2021-01-09;-30.060;-51.172;0;0;0;;;;1
1518611;PARTENON;2021;1;2021-01-03;2021-01-09;-30.058;-51.170;1;0;0;;;;1
1518612;PARTENON;2021;1;2021-01-03;2021-01-09;-30.056;-51.188;0;0;0;;;;1
1518613;PARTENON;2021;1;2021-01-03;2021-01-09;-30.062;-51.188;0;0;0;;;;1
1518614;PARTENON;2021;1;2021-01-03;2021-01-09;-30.058;-51.187;1;0;0;;;;1
1518615;PARTENON;2021;1;2021-01-03;2021-01-09;-30.065;-51.189;1;0;0;;;;1
1518616;PARTENON;2021;1;2021-01-03;2021-01-09;-30.064;-51.190;0;0;0;;;;1
1518617;PARTENON;2021;1;2021-01-03;2021-01-09;-30.068;-51.193;0;0;0;;;;1
1518618;PARTENON;2021;1;2021-01-03;2021-01-09;-30.059;-51.176;0;0;0;;;;1
1518619;PARTENON;2021;1;2021-01-03;2021-01-09;-30.064;-51.185;0;0;0;;;;1
1518620;SANTO ANTONIO;2021;1;2021-01-03;2021-01-09;-30.063;-51.198;1;0;0;;;;1
1518621;PARTENON;2021;1;2021-01-03;2021-01-09;-30.060;-51.194;0;0;0;;;;1
1518622;PARTENON;2021;1;2021-01-03;2021-01-09;-30.062;-51.185;0;0;0;;;;1
1518623;PARTENON;2021;1;2021-01-03;2021-01-09;-30.059;-51.185;1;0;0;;;;1
1518624;PARTENON;2021;1;2021-01-03;2021-01-09;-30.058;-51.184;1;0;0;;;;1
1518625;PARTENON;2021;1;2021-01-03;2021-01-09;-30.064;-51.183;0;0;0;;;;1
1518626;PARTENON;2021;1;2021-01-03;2021-01-09;-30.067;-51.195;8;0;0;;;;1
1518627;PARTENON;2021;1;2021-01-03;2021-01-09;-30.068;-51.202;1;0;0;;;;1
1518628;PARTENON;2021;1;2021-01-03;2021-01-09;-30.068;-51.197;0;0;0;;;;1
1518629;PARTENON;2021;1;2021-01-03;2021-01-09;-30.065;-51.196;0;0;0;;;;1
1518630;PARTENON;2021;1;2021-01-03;2021-01-09;-30.067;-51.200;0;0;0;;;;1
1518631;PARTENON;2021;1;2021-01-03;2021-01-09;-30.069;-51.200;0;0;0;;;;1
1518632;PARTENON;2021;1;2021-01-03;2021-01-09;-30.070;-51.198;2;0;0;;;;1
1518633;PARTENON;2021;1;2021-01-03;2021-01-09;-30.064;-51.192;1;0;0;;;;1
1518634;PARTENON;2021;1;2021-01-03;2021-01-09;-30.059;-51.169;3;0;0;;;;1
1518635;PARTENON;2021;1;2021-01-03;2021-01-09;-30.061;-51.196;0;0;0;;;;1
1518636;PARTENON;2021;1;2021-01-03;2021-01-09;-30.057;-51.190;0;0;0;;;;1
1518637;PARTENON;2021;1;2021-01-03;2021-01-09;-30.057;-51.192;0;0;0;;;;1
1518638;PARTENON;2021;1;2021-01-03;2021-01-09;-30.055;-51.190;0;0;0;;;;1
1518639;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.114;-51.214;0;0;0;;;;1
1518640;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.120;-51.212;0;0;0;;;;1
1518641;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.119;-51.213;0;0;0;;;;1
1518642;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.118;-51.211;0;0;0;;;;1
1518643;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.114;-51.211;1;0;0;;;;1
1518644;PEDRA REDONDA;2021;1;2021-01-03;2021-01-09;-30.126;-51.241;0;0;0;;;;1
1518645;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.128;-51.235;0;0;4;;;;1
1518646;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.131;-51.230;0;0;0;;;;1
1518647;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.129;-51.228;0;0;0;;;;1
1518648;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.130;-51.227;0;0;1;;;;1
1518649;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.131;-51.225;0;0;0;;;;1
1518650;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.135;-51.227;1;0;0;;;;1
1518651;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.133;-51.222;2;0;0;;;;1
1518652;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.134;-51.230;0;0;1;;;;1
1518653;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.132;-51.234;0;0;0;;;;1
1518654;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.142;-51.225;0;0;0;;;;1
1518655;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.141;-51.222;0;0;0;;;;1
1518656;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.140;-51.219;0;0;0;;;;1
1518657;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.123;-51.221;0;0;0;;;;1
1518658;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.138;-51.221;0;0;0;;;;1
1518659;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.136;-51.222;0;0;0;;;;1
1518660;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.132;-51.232;0;0;1;;;;1
1518661;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.134;-51.232;0;0;0;;;;1
1518662;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.136;-51.229;0;0;0;;;;1
1518663;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.137;-51.227;0;0;1;;;;1
1518664;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.130;-51.233;0;0;0;;;;1
1518665;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.141;-51.226;0;0;2;;;;1
1518666;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.126;-51.223;0;0;0;;;;1
1518667;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.128;-51.224;0;0;0;;;;1
1518668;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.121;-51.225;0;0;2;;;;1
1518669;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.121;-51.228;0;0;0;;;;1
1518670;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.125;-51.229;1;0;0;;;;1
1518671;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.122;-51.227;0;0;0;;;;1
1518672;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.123;-51.225;0;0;0;;;;1
1518673;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.131;-51.236;0;0;0;;;;1
1518674;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.127;-51.235;0;0;0;;;;1
1518675;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.128;-51.239;0;0;0;;;;1
1518676;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.124;-51.236;0;0;0;;;;1
1518677;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.128;-51.232;0;0;0;;;;1
1518678;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.124;-51.234;0;0;0;;;;1
1518679;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.123;-51.232;0;0;0;;;;1
1518680;JARDIM ISABEL;2021;1;2021-01-03;2021-01-09;-30.127;-51.231;0;0;0;;;;1
1518681;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.116;-51.227;0;0;0;;;;1
1518682;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.121;-51.223;0;0;0;;;;1
1518683;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.125;-51.220;0;0;1;;;;1
1518684;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.131;-51.223;0;0;0;;;;1
1518685;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.133;-51.218;0;0;0;;;;1
1518686;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.137;-51.220;1;0;0;;;;1
1518687;IPANEMA;2021;1;2021-01-03;2021-01-09;-30.135;-51.219;0;0;0;;;;1
1518688;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.112;-51.230;0;0;0;;;;1
1518689;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.127;-51.220;0;0;0;;;;1
1518690;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.130;-51.220;0;0;0;;;;1
1518691;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.128;-51.222;0;0;0;;;;1
1518692;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.108;-51.218;0;0;0;;;;1
1518693;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.107;-51.210;0;0;0;;;;1
1518694;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.109;-51.211;0;0;0;;;;1
1518695;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.111;-51.213;0;0;0;;;;1
1518696;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.107;-51.213;2;0;0;;;;1
1518697;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.106;-51.215;0;0;0;;;;1
1518698;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.106;-51.220;0;0;0;;;;1
1518699;NONOAI;2021;1;2021-01-03;2021-01-09;-30.089;-51.217;0;0;0;;;;1
1518700;NONOAI;2021;1;2021-01-03;2021-01-09;-30.086;-51.219;0;0;0;;;;1
1518701;NONOAI;2021;1;2021-01-03;2021-01-09;-30.085;-51.226;0;0;0;;;;1
1518702;NONOAI;2021;1;2021-01-03;2021-01-09;-30.089;-51.214;1;0;0;;;;1
1518703;NONOAI;2021;1;2021-01-03;2021-01-09;-30.089;-51.212;0;0;0;;;;1
1518704;NONOAI;2021;1;2021-01-03;2021-01-09;-30.089;-51.210;0;0;0;;;;1
1518705;NONOAI;2021;1;2021-01-03;2021-01-09;-30.086;-51.211;0;0;0;;;;1
1518706;NONOAI;2021;1;2021-01-03;2021-01-09;-30.089;-51.208;0;0;0;;;;1
1518707;NONOAI;2021;1;2021-01-03;2021-01-09;-30.091;-51.216;1;0;0;;;;1
1518708;NONOAI;2021;1;2021-01-03;2021-01-09;-30.094;-51.226;0;0;0;;;;1
1518709;CRISTAL;2021;1;2021-01-03;2021-01-09;-30.087;-51.233;0;0;0;;;;1
1518710;NONOAI;2021;1;2021-01-03;2021-01-09;-30.086;-51.227;0;0;0;;;;1
1518711;NONOAI;2021;1;2021-01-03;2021-01-09;-30.091;-51.230;2;1;3;;;;1
1518712;NONOAI;2021;1;2021-01-03;2021-01-09;-30.091;-51.232;0;0;0;;;;1
1518713;NONOAI;2021;1;2021-01-03;2021-01-09;-30.086;-51.217;0;0;0;;;;1
1518714;NONOAI;2021;1;2021-01-03;2021-01-09;-30.085;-51.215;0;0;2;;;;1
1518715;NONOAI;2021;1;2021-01-03;2021-01-09;-30.103;-51.220;0;0;0;;;;1
1518716;NONOAI;2021;1;2021-01-03;2021-01-09;-30.093;-51.231;0;0;0;;;;1
1518717;NONOAI;2021;1;2021-01-03;2021-01-09;-30.092;-51.227;0;0;0;;;;1
1518718;NONOAI;2021;1;2021-01-03;2021-01-09;-30.089;-51.227;0;0;0;;;;1
1518719;NONOAI;2021;1;2021-01-03;2021-01-09;-30.090;-51.224;1;0;0;;;;1
1518720;TERESOPOLIS;2021;1;2021-01-03;2021-01-09;-30.082;-51.212;0;0;0;;;;1
1518721;CAMAQUÃ;2021;1;2021-01-03;2021-01-09;-30.102;-51.234;0;0;0;;;;1
1518722;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.096;-51.228;1;0;2;;;;1
1518723;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.100;-51.229;0;0;0;;;;1
1518724;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.101;-51.231;0;0;1;;;;1
1518725;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.101;-51.228;3;0;0;;;;1
1518726;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.096;-51.224;2;0;0;;;;1
1518727;VILA NOVA;2021;1;2021-01-03;2021-01-09;-30.109;-51.219;0;0;0;;;;1
1518728;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.106;-51.222;0;0;0;;;;1
1518729;NONOAI;2021;1;2021-01-03;2021-01-09;-30.102;-51.222;0;1;1;;;;1
1518730;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.104;-51.226;0;0;0;;;;1
1518731;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.109;-51.221;0;0;2;;;;1
1518732;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.107;-51.227;0;0;0;;;;1
1518733;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.109;-51.227;2;0;1;;;;1
1518734;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.105;-51.229;0;0;0;;;;1
1518735;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.098;-51.231;1;0;1;;;;1
1518736;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.098;-51.229;0;0;0;;;;1
1518737;CAVALHADA;2021;1;2021-01-03;2021-01-09;-30.094;-51.228;0;0;1;;;;1
1518738;SARANDI;2021;1;2021-01-03;2021-01-09;-30.008;-51.140;0;0;0;;;;1
1518739;SARANDI;2021;1;2021-01-03;2021-01-09;-30.009;-51.136;0;0;0;;;;1
1518740;SARANDI;2021;1;2021-01-03;2021-01-09;-30.007;-51.135;0;0;0;;;;1
1518741;SARANDI;2021;1;2021-01-03;2021-01-09;-30.005;-51.136;0;0;0;;;;1
1518742;SARANDI;2021;1;2021-01-03;2021-01-09;-30.006;-51.139;0;0;0;;;;1
1518743;SARANDI;2021;1;2021-01-03;2021-01-09;-30.007;-51.132;0;0;0;;;;1
1518744;SARANDI;2021;1;2021-01-03;2021-01-09;-30.003;-51.131;0;0;0;;;;1
1518745;SARANDI;2021;1;2021-01-03;2021-01-09;-30.006;-51.128;0;0;0;;;;1
1518746;COSTA E SILVA;2021;1;2021-01-03;2021-01-09;-30.006;-51.125;0;0;8;;;;1
1518747;SARANDI;2021;1;2021-01-03;2021-01-09;-30.002;-51.123;0;0;0;;;;1
1518748;SARANDI;2021;1;2021-01-03;2021-01-09;-30.004;-51.126;0;0;0;;;;1
1518749;SARANDI;2021;1;2021-01-03;2021-01-09;-29.999;-51.125;0;0;0;;;;1
1518750;SARANDI;2021;1;2021-01-03;2021-01-09;-30.010;-51.130;0;0;0;;;;1
1518751;SARANDI;2021;1;2021-01-03;2021-01-09;-29.994;-51.121;2;0;0;;;;1
1518752;SARANDI;2021;1;2021-01-03;2021-01-09;-29.996;-51.121;0;0;0;;;;1
1518753;SARANDI;2021;1;2021-01-03;2021-01-09;-29.995;-51.123;0;0;0;;;;1
1518754;SARANDI;2021;1;2021-01-03;2021-01-09;-29.993;-51.124;0;0;0;;;;1
1518755;SARANDI;2021;1;2021-01-03;2021-01-09;-29.996;-51.124;0;0;0;;;;1
1518756;SARANDI;2021;1;2021-01-03;2021-01-09;-30.000;-51.133;0;0;0;;;;1
1518757;SARANDI;2021;1;2021-01-03;2021-01-09;-30.001;-51.131;2;0;0;;;;1
1518758;SARANDI;2021;1;2021-01-03;2021-01-09;-29.993;-51.128;0;0;3;;;;1
1518759;SARANDI;2021;1;2021-01-03;2021-01-09;-30.000;-51.128;0;0;0;;;;1
