algoritmo,perda,conjunto,h,periodo,n,MAE_org,R2_org,vies_org,cap_org,n_n,MAE_novo,R2_novo,vies_novo,cap_novo,MAE_var_%,R2_var,cap_var_pp
lightgbm,quantil_0.70,M0_sem_vetor,1,avaliacao,109.0,162.67519223623725,0.778511954411884,-251.47913882484232,0.7715317178958058,109.0,162.67519223623725,0.778511954411884,-251.47913882484232,0.7715317178958058,0.0,0.0,0.0
lightgbm,quantil_0.70,M0_sem_vetor,1,calibracao,198.0,40.26183771140154,0.4547797309910422,-156.4360667852703,0.6474441837526588,198.0,40.26183771140154,0.4547797309910422,-156.4360667852703,0.6474441837526588,0.0,0.0,0.0
lightgbm,quantil_0.70,M0_sem_vetor,4,avaliacao,109.0,183.88405433586934,0.7159398138567316,-338.68339798837644,0.6923068272095909,109.0,222.11171088314015,0.6070973232626404,-452.9298447342969,0.5885141645397508,20.7890002672265,-0.10884249059409112,-10.379266266984011
lightgbm,quantil_0.70,M0_sem_vetor,4,calibracao,195.0,46.33406340529759,0.43663892312712127,-209.78978547055044,0.5272023224768988,195.0,53.07357824785451,0.3159470706285731,-255.1764293203415,0.4249156465330805,14.545486295049104,-0.12069185249854819,-10.228667594381829
lightgbm,quantil_0.70,M0_sem_vetor,8,avaliacao,109.0,198.94959941126191,0.6798059549931428,-481.2005903090689,0.5628302501385184,109.0,245.24908647979314,0.4728627260837517,-637.6044577634613,0.42073765717538697,23.271967978594652,-0.2069432289093911,-14.209259296313142
lightgbm,quantil_0.70,M0_sem_vetor,8,calibracao,191.0,46.32971690973274,0.372404721870386,-259.4196024058826,0.4153529198461133,191.0,53.10608087373693,0.24293421345685395,-320.3010112112193,0.27814610292252023,14.626387588784606,-0.12947050841353203,-13.720681692359305
lightgbm,quantil_0.70,M0_sem_vetor,12,avaliacao,109.0,224.9299119969225,0.5818078933278797,-543.055134893597,0.5066355231818327,109.0,290.8371728040714,0.30960015701496857,-725.6245388361652,0.3407715939570806,29.301243317096315,-0.2722077363129112,-16.586392922475206
lightgbm,quantil_0.70,M0_sem_vetor,12,calibracao,187.0,47.308658149234695,0.3329833007688038,-292.01372352465967,0.34189641322306913,187.0,54.13160516186252,0.2082890949050189,-338.8434947067134,0.2363573994710325,14.42219517430594,-0.12469420586378488,-10.553901375203663
lightgbm,quantil_0.90,M1_com_vetor,1,avaliacao,102.0,133.86745857189987,0.7983160816096191,4.787696587601388,1.003968869250382,102.0,133.86745857189987,0.7983160816096191,4.787696587601388,1.003968869250382,0.0,0.0,0.0
lightgbm,quantil_0.90,M1_com_vetor,1,calibracao,193.0,49.40463066392681,0.42069959381913047,36.87163472757012,1.0830966256368206,193.0,49.40463066392681,0.42069959381913047,36.87163472757012,1.0830966256368206,0.0,0.0,0.0
lightgbm,quantil_0.90,M1_com_vetor,4,avaliacao,102.0,162.69077692670152,0.8094794184711225,-98.76088098614105,0.919038699131313,102.0,204.94558103568588,0.7186172918587439,-273.4096407890047,0.7758667200283025,25.972464393615734,-0.09086212661237858,-14.317197910301049
lightgbm,quantil_0.90,M1_com_vetor,4,calibracao,190.0,53.93192670965496,0.3988054161219472,-6.914599353197432,0.9844167507590429,190.0,60.27752733191328,0.22470395875802907,-75.1708182982317,0.8305895197461651,11.765944607208546,-0.17410145736391813,-15.382723101287777
lightgbm,quantil_0.90,M1_com_vetor,8,avaliacao,102.0,173.527004670538,0.7914475097564742,-289.65715382119475,0.7424305741282023,102.0,237.23847279495777,0.5484808565955629,-542.190751967221,0.5178722194329013,36.71559262224557,-0.24296665316091126,-22.455835469530104
lightgbm,quantil_0.90,M1_com_vetor,8,calibracao,186.0,59.44605943088885,0.3114377793083034,-68.65354071555865,0.8452773354467711,186.0,65.43917184481218,0.19365246469655617,-190.84571649999552,0.5698960684666108,10.081597453723301,-0.11778531461174724,-27.53812669801603
lightgbm,quantil_0.90,M1_com_vetor,12,avaliacao,102.0,179.25307699075853,0.77008612398165,-308.57517606282283,0.7196600851087845,102.0,259.2876436494082,0.4991698199483551,-587.1790466404099,0.4665490398114055,44.64892207277196,-0.2709163040332949,-25.311104529737904
lightgbm,quantil_0.90,M1_com_vetor,12,calibracao,182.0,51.821587247014385,0.5088840685668156,-79.92641202954775,0.819871964235221,182.0,58.697993292418296,0.2781078051785949,-242.99377406981938,0.452371373682008,13.26938523250285,-0.23077626338822066,-36.7500590553213
