h,data,real,pred,naive
10,2025-10-19,0.0,0.754439084793072,4.0
10,2025-11-09,1.0,3.1217385919001885,0.0
10,2025-11-30,1.0,8.33967221246039,3.0
10,2025-12-21,1.0,149.05515798150094,1.0
10,2026-01-11,0.0,287.9807088660813,1.0
10,2026-02-01,0.0,318.1243256859309,1.0
11,2021-01-24,12.0,2.926342298621202,0.0
11,2021-02-14,7.0,1.5737600751942722,0.0
11,2021-03-07,0.0,10.576052303302992,1.0
11,2021-03-28,0.0,4.392941495938648,1.0
11,2021-04-18,1.0,2.193176224575429,12.0
11,2021-05-09,0.0,0.5591772679078435,9.0
11,2021-05-30,0.0,0.018885427837011706,1.0
11,2021-06-20,0.0,0.05546967516489937,0.0
11,2021-07-11,0.0,-0.01398225212503499,0.0
11,2021-08-01,0.0,0.1454068848268801,0.0
11,2021-08-22,0.0,-0.07521377182297509,0.0
11,2021-09-12,0.0,-0.11614180798096117,0.0
11,2021-10-03,0.0,0.09362237310406883,0.0
11,2021-10-24,0.0,0.1777733147588594,0.0
11,2021-11-14,1.0,-0.048833791189828696,0.0
11,2021-12-05,20.0,2.5175714483489555,1.0
11,2021-12-26,269.0,52.53467805327313,0.0
11,2022-01-16,524.0,306.2297362152941,2.0
11,2022-02-06,569.0,206.85711662078293,2.0
11,2022-02-27,313.0,421.2423645439908,51.0
11,2022-03-20,61.0,96.74074885477461,463.0
11,2022-04-10,19.0,23.789131355826292,753.0
11,2022-05-01,13.0,19.257312644088515,344.0
11,2022-05-22,3.0,-0.3290003095662203,122.0
11,2022-06-12,1.0,0.9360735191880686,17.0
11,2022-07-03,3.0,0.43256893838608296,14.0
11,2022-07-24,0.0,1.0813348944123564,11.0
11,2022-08-14,0.0,0.046851887938068555,3.0
11,2022-09-04,7.0,4.820229229539464,2.0
11,2022-09-25,4.0,3.1497574355058817,0.0
11,2022-10-16,0.0,2.2068207112951033,1.0
11,2022-11-06,0.0,1.3333717120646307,6.0
11,2022-11-27,10.0,2.544097041329737,9.0
11,2022-12-18,37.0,9.557238577983176,0.0
11,2023-01-08,250.0,276.11873715149693,3.0
11,2023-01-29,589.0,96.88688038091166,2.0
11,2023-02-19,762.0,285.80522332023315,7.0
11,2023-03-12,450.0,98.8529564655208,93.0
11,2025-09-14,3.0,1.6635535909995018,3.0
11,2025-10-05,1.0,2.525367035854423,7.0
11,2025-10-26,1.0,0.3801476010438429,8.0
11,2025-11-16,1.0,3.159725025726994,5.0
11,2025-12-07,0.0,36.15164597909751,2.0
11,2025-12-28,0.0,169.740799454339,0.0
11,2026-01-18,0.0,124.68255171980499,1.0
11,2026-02-08,1.0,170.2272739561686,1.0
12,2021-01-24,12.0,3.024473417384133,0.0
12,2021-02-14,9.0,3.126294441673407,0.0
12,2021-03-07,1.0,6.845219550350422,1.0
12,2021-03-28,0.0,2.773128197437323,1.0
12,2021-04-18,0.0,1.5709112743422273,12.0
12,2021-05-09,0.0,0.20844458301805813,9.0
