h,data,real,pred,naive
2,2026-01-04,1.0,6.544602507977467,2.0
2,2026-01-11,1.0,6.517574748084862,1.0
2,2026-01-18,1.0,40.51362164645453,1.0
2,2026-01-25,1.0,12.303250792943636,1.0
2,2026-02-01,1.0,1.86899864666343,1.0
2,2026-02-08,0.0,15.024827608916649,1.0
2,2026-02-15,1.0,26.622231124835352,1.0
2,2026-02-22,0.0,0.15414539884267067,0.0
2,2026-03-01,0.0,6.242542052396679,1.0
2,2026-03-08,0.0,13.89907402654734,0.0
2,2026-03-15,0.0,18.373923663690647,0.0
2,2026-03-22,0.0,28.217738150827874,0.0
2,2026-03-29,0.0,10.33303594458996,0.0
2,2026-04-05,2.0,4.164226292172104,0.0
2,2026-04-12,1.0,8.79115740083209,0.0
3,2021-01-24,0.0,9.054331577911702,0.0
3,2021-01-31,2.0,1.6486086249331757,0.0
3,2021-02-07,0.0,18.86071110137652,0.0
3,2021-02-14,1.0,7.862406130632369,0.0
3,2021-02-21,0.0,4.765086868576105,2.0
3,2021-02-28,1.0,12.402483840115078,0.0
3,2021-03-07,1.0,6.171931432624853,1.0
3,2021-03-14,9.0,3.0863785945507853,0.0
3,2021-03-21,12.0,5.668261920213502,1.0
3,2021-03-28,12.0,7.91812845110629,1.0
3,2021-04-04,8.0,16.546469265930106,9.0
3,2021-04-11,7.0,12.463213466521333,12.0
3,2021-04-18,9.0,23.49431401470702,12.0
3,2021-04-25,5.0,8.235182908404038,8.0
3,2021-05-02,0.0,6.281299109865387,7.0
3,2021-05-09,1.0,7.076387727713831,9.0
3,2021-05-16,1.0,4.63587757982652,5.0
3,2021-05-23,0.0,3.7621644412773616,0.0
3,2021-05-30,0.0,0.5418954180153216,1.0
3,2021-06-06,0.0,0.567992196622534,1.0
3,2021-06-13,1.0,0.055913897451542086,0.0
3,2021-06-20,0.0,2.1893638687093726,0.0
3,2021-06-27,1.0,-0.3231884829004831,0.0
3,2021-07-04,0.0,-0.3446180669556299,1.0
3,2021-07-11,0.0,0.1655667034205508,0.0
3,2021-07-18,0.0,0.6505087285047205,1.0
3,2021-07-25,0.0,0.3909928619457033,0.0
3,2021-08-01,0.0,0.825011559193702,0.0
3,2021-08-08,0.0,0.19087846889531096,0.0
3,2021-08-15,0.0,-0.19648780993024045,0.0
3,2021-08-22,0.0,-0.616182333069454,0.0
3,2021-08-29,0.0,0.019611050198732802,0.0
3,2021-09-05,0.0,0.9314976064033327,0.0
3,2021-09-12,0.0,1.3846539953409946,0.0
3,2021-09-19,0.0,0.20282698325824486,0.0
3,2021-09-26,0.0,-0.01806467655604263,0.0
3,2021-10-03,0.0,0.011663027203085112,0.0
3,2021-10-10,0.0,0.07857274471848054,0.0
3,2021-10-17,0.0,-0.09171742143265045,0.0
3,2021-10-24,0.0,-0.0670069261470059,0.0
3,2021-10-31,0.0,0.026021406101066513,0.0
3,2021-11-07,0.0,-0.05818895124473729,0.0
3,2021-11-14,1.0,-0.03977295769901527,0.0
3,2021-11-21,0.0,0.23066051367092083,0.0
3,2021-11-28,0.0,0.14140429026129678,0.0
3,2021-12-05,0.0,-0.0468469441795641,1.0
3,2021-12-12,1.0,1.6862251706864488,0.0
3,2021-12-19,0.0,0.7505333367911164,0.0
3,2021-12-26,2.0,2.7083417645568675,0.0
3,2022-01-02,0.0,0.1659076156715386,1.0
3,2022-01-09,1.0,2.2092968959440693,0.0
3,2022-01-16,2.0,1.2533055094079157,2.0
3,2022-01-23,9.0,1.4501782793756977,0.0
3,2022-01-30,20.0,3.983030447475017,1.0
3,2022-02-06,51.0,8.418825194800132,2.0
3,2022-02-13,203.0,28.32860305252439,9.0
3,2022-02-20,269.0,50.2092356670634,20.0
3,2022-02-27,463.0,73.33480452279542,51.0
3,2022-03-06,482.0,101.62940246438018,203.0
3,2022-03-13,524.0,192.34759618798302,269.0
3,2022-03-20,753.0,312.61176652087715,463.0
3,2022-03-27,879.0,563.1365880525896,482.0
3,2022-04-03,569.0,684.3757125911732,524.0
3,2022-04-10,344.0,536.0631547529465,753.0
3,2022-04-17,223.0,447.234544888438,879.0
3,2022-04-24,313.0,385.95873920735795,569.0
3,2022-05-01,122.0,355.9886053624665,344.0
3,2022-05-08,92.0,201.20226746926025,223.0
3,2022-05-15,61.0,358.3208149159521,313.0
3,2022-05-22,17.0,34.254684632240135,122.0
3,2022-05-29,26.0,51.12891654922911,92.0
3,2022-06-05,19.0,24.46180326279893,61.0
3,2022-06-12,14.0,29.880335249567814,17.0
3,2022-06-19,24.0,14.23589992707226,26.0
3,2022-06-26,13.0,14.535600560945475,19.0
3,2022-07-03,11.0,2.9958968453978057,14.0
3,2022-07-10,11.0,13.079973474584978,24.0
3,2022-07-17,3.0,3.38455296927277,13.0
3,2022-07-24,3.0,2.359902981094043,11.0
3,2022-07-31,3.0,5.916473984879796,11.0
3,2022-08-07,1.0,1.8421611822384072,3.0
3,2022-08-14,2.0,0.6209704986715151,3.0
3,2022-08-21,0.0,1.2500370423896718,3.0
3,2022-08-28,3.0,0.08445088102152151,1.0
3,2022-09-04,0.0,0.7229276439273509,2.0
3,2022-09-11,1.0,0.49413594969129004,0.0
3,2022-09-18,0.0,0.5318203222993207,3.0
3,2022-09-25,1.0,0.2663891635685266,0.0
3,2022-10-02,0.0,0.13993173507158366,1.0
3,2022-10-09,0.0,0.2962785277126233,0.0
3,2022-10-16,6.0,0.2925527442313005,1.0
3,2022-10-23,11.0,0.02711408938763661,0.0
3,2022-10-30,7.0,0.29971071745206174,0.0
3,2022-11-06,9.0,3.8724202597988073,6.0
3,2022-11-13,10.0,8.178118192469826,11.0
3,2022-11-20,4.0,6.720399435576713,7.0
3,2022-11-27,0.0,17.54429219066692,9.0
3,2022-12-04,1.0,3.1764123933993718,10.0
3,2022-12-11,0.0,5.2257263285186255,4.0
3,2022-12-18,3.0,-0.7350596421586387,0.0
3,2022-12-25,2.0,10.454446314068266,1.0
3,2023-01-01,0.0,9.851487263852027,0.0
3,2023-01-08,2.0,12.126927511081277,3.0
3,2023-01-15,0.0,-10.553435492051054,2.0
3,2023-01-22,10.0,21.81406061660777,0.0
3,2023-01-29,7.0,20.262668785056675,2.0
3,2023-02-05,27.0,148.87999456037986,0.0
3,2023-02-12,37.0,282.66100009775687,10.0
3,2023-02-19,93.0,156.31120276111756,7.0
3,2023-02-26,199.0,219.66618531191034,27.0
3,2023-03-05,250.0,97.22645675317789,37.0
3,2023-03-12,360.0,276.82507606206474,93.0
3,2023-03-19,541.0,580.0171010912138,199.0
3,2023-03-26,589.0,541.9378216753329,250.0
3,2023-04-02,581.0,502.47147002692003,360.0
3,2023-04-09,760.0,534.1437913897403,541.0
3,2023-04-16,762.0,452.93540406747087,589.0
3,2023-04-23,540.0,538.0181541733784,581.0
3,2023-04-30,473.0,401.39781757929364,760.0
3,2023-05-07,450.0,284.85800758854947,762.0
3,2023-05-14,225.0,304.4549239461839,540.0
3,2025-09-07,6.0,1.5627861023065097,6.0
3,2025-09-14,7.0,0.30141064583235955,3.0
3,2025-09-21,5.0,4.558263284858985,9.0
3,2025-09-28,4.0,5.9847807027364,6.0
3,2025-10-05,8.0,3.3809610222254247,7.0
3,2025-10-12,4.0,5.801698785860791,5.0
3,2025-10-19,0.0,2.0167580711190953,4.0
3,2025-10-26,5.0,7.833310661483877,8.0
3,2025-11-02,2.0,2.397566834008224,4.0
3,2025-11-09,3.0,1.8326059654568208,0.0
3,2025-11-16,2.0,3.723554257358163,5.0
3,2025-11-23,1.0,1.5780600178262376,2.0
3,2025-11-30,1.0,0.6266136491059432,3.0
3,2025-12-07,0.0,0.014427026460793604,2.0
3,2025-12-14,2.0,2.2527836159624726,1.0
3,2025-12-21,1.0,16.97546909775227,1.0
3,2025-12-28,1.0,5.858648511252795,0.0
3,2026-01-04,1.0,9.444377585711203,2.0
3,2026-01-11,1.0,29.27520091119918,1.0
3,2026-01-18,1.0,46.973047488675135,1.0
3,2026-01-25,1.0,3.763145436839306,1.0
3,2026-02-01,0.0,27.33416574300012,1.0
3,2026-02-08,1.0,26.04565866130524,1.0
3,2026-02-15,0.0,18.8492843636001,1.0
3,2026-02-22,0.0,42.00021619099828,0.0
3,2026-03-01,0.0,25.278857343292017,1.0
3,2026-03-08,0.0,43.963657727028874,0.0
3,2026-03-15,0.0,10.387644239728337,0.0
3,2026-03-22,0.0,8.163581780082481,0.0
3,2026-03-29,2.0,19.287552344510132,0.0
3,2026-04-05,1.0,31.125805654302088,0.0
4,2021-01-24,2.0,2.6337996056020465,0.0
